latitude;longitude;GoPlaceIt_CL;PortalInmobiliario;Yapo
-33.43258740206331;-70.59059143066406;;;1.0
-33.4325867;-70.678215;;10.0;
-33.4325855;-70.5980525;;2.0;
-33.43258545762208;-70.59805248173592;;;1.0
-33.4325829;-70.6300125;;3.0;
-33.4325805;-70.6287815;;2.0;
-33.4325804;-70.6118735;;4.0;1.0
-33.432579;-70.6168823;;14.0;
-33.432577;-70.6027495;;1.0;
-33.4325769;-70.6781641;;4.0;
-33.4325751;-70.6763775;1.0;;
-33.4325702;-70.6712473;;1.0;
-33.4325681;-70.5954443;;1.0;
-33.4325646;-70.6546509;;1.0;
-33.4325638;-70.5966568;;1.0;
-33.4325627;-70.591538;;1.0;
-33.43256;-70.6280365;;1.0;
-33.4325589;-70.633417;2.0;1.0;
-33.4325562;-70.6105804;;1.0;
-33.4325562;-70.5982056;;1.0;
-33.4325486;-70.5971046;;1.0;
-33.4325443;-70.6201777;;1.0;
-33.4325409;-70.6019516;;2.0;
-33.43254;-70.67376;;;2.0
-33.4325395;-70.6019507;2.0;6.0;
-33.4325395;-70.60195069999997;;;1.0
-33.4325292;-70.6782185;;;3.0
-33.4325256;-70.6056061;;1.0;
-33.4325233;-70.6331644;;1.0;
-33.4325222;-70.6591497;4.0;5.0;
-33.4325218;-70.6591492;;6.0;
-33.4325218;-70.6299973;;2.0;
-33.43252;-70.5912;1.0;;
-33.43251975;-70.61509609;1.0;;1.0
-33.432519;-70.6011632;;;5.0
-33.432518;-70.6227722;;4.0;
-33.432518;-70.5858154;;1.0;
-33.4325172;-70.5969086;;6.0;
-33.4325162;-70.6220695;1.0;;1.0
-33.4325145;-70.6031363;;3.0;
-33.4325142;-70.6031342;;4.0;
-33.4325142;-70.5923691;;4.0;
-33.4325099;-70.6251109;;1.0;
-33.4325014;-70.6313607;;5.0;
-33.4324989;-70.6110992;;1.0;
-33.4324989;-70.5884552;;3.0;
-33.432497;-70.6111425;;36.0;
-33.4324952;-70.5916468;;1.0;
-33.4324951;-70.6250916;;1.0;
-33.4324869;-70.6021285;1.0;2.0;
-33.4324862;-70.5915048;;5.0;
-33.4324837;-70.6228027;;3.0;
-33.4324837;-70.6209946;;2.0;
-33.4324837;-70.5857315;;2.0;
-33.4324799;-70.657608;;1.0;
-33.4324773;-70.6629774;;1.0;
-33.432477;-70.5968696;1.0;3.0;1.0
-33.432476;-70.5968704;;5.0;
-33.432475203031;-70.674625819089;6.0;;
-33.4324752;-70.6746258;;7.0;
-33.432473123896;-70.60931378941;1.0;;
-33.4324731;-70.6093138;;1.0;
-33.432473;-70.677486;3.0;3.0;
-33.4324719;-70.6017576;;2.0;
-33.432461;-70.657269;21.0;;
-33.43246;-70.59666;;;1.0
-33.432457;-70.6114578;;1.0;
-33.4324532;-70.6003113;;4.0;
-33.432449;-70.5936713;1.0;1.0;
-33.432442;-70.667969;1.0;;
-33.4324417;-70.6591492;;1.0;
-33.432441;-70.58551;1.0;1.0;
-33.4324379;-70.6221161;;3.0;
-33.4324358;-70.589525;;3.0;
-33.4324303;-70.5999069;;1.0;
-33.4324296;-70.61438320000002;;;4.0
-33.4324296;-70.6143832;;4.0;3.0
-33.4324265;-70.6214905;;2.0;
-33.4324147;-70.622965;;1.0;
-33.432413044871;-70.659179857961;1.0;;
-33.432413;-70.6591799;;1.0;
-33.43241;-70.62971490000001;1.0;;
-33.43241;-70.6297149;;2.0;
-33.43240833017219;-70.67723751068115;;;1.0
-33.4324036;-70.6010818;;1.0;
-33.4323997;-70.6144028;;4.0;
-33.4323995;-70.6174619;;6.0;
-33.4323987;-70.6051024;;1.0;
-33.4323959;-70.5961533;;3.0;
-33.4323921;-70.6018143;;1.0;
-33.4323885;-70.6008103;;1.0;
-33.432387;-70.598293;1.0;;
-33.4323851;-70.6028574;2.0;1.0;4.0
-33.4323851;-70.60285739999999;1.0;;1.0
-33.4323845;-70.6028595;;9.0;
-33.4323811;-70.6045628;;1.0;
-33.432381;-70.677399;;2.0;
-33.4323796;-70.5852232;5.0;6.0;
-33.4323748;-70.5982344;1.0;2.0;1.0
-33.432373;-70.6590881;;8.0;
-33.4323727;-70.6612775;;;4.0
-33.4323727;-70.6590888;;5.0;2.0
-33.4323727;-70.65908879999999;;;2.0
-33.4323724;-70.6101707;;2.0;
-33.4323723623302;-70.61017074261635;;;1.0
-33.4323715;-70.6015617;2.0;;2.0
-33.4323715;-70.60156169999999;;;1.0
-33.4323711;-70.5929591;;1.0;
-33.4323704;-70.5990476;;1.0;
-33.4323641;-70.590905;;1.0;
-33.4323624;-70.5961296;;1.0;
-33.4323622;-70.5962218;1.0;1.0;1.0
-33.432354;-70.6317749;;1.0;
-33.4323502;-70.6245117;;3.0;
-33.4323502;-70.6023636;;4.0;
-33.4323498;-70.6245142;2.0;2.0;1.0
-33.4323488;-70.5918075;;1.0;
-33.4323396;-70.6317791;1.0;2.0;
-33.4323313;-70.631812;;1.0;
-33.4323254;-70.6144107;15.0;3.0;
-33.4323249;-70.6024856;;3.0;
-33.4323235;-70.6775818;;12.0;
-33.432323;-70.602508;;1.0;
-33.4323217;-70.6775833;4.0;5.0;
-33.4323213;-70.6240959;1.0;2.0;
-33.4323184;-70.5964994;1.0;10.0;
-33.43231;-70.67321;1.0;;
-33.4323082;-70.6135941;;2.0;
-33.4323082;-70.6135864;;2.0;
-33.4323082;-70.5976028;;3.0;
-33.4323075;-70.5976011;1.0;1.0;
-33.4323075;-70.59760109999999;1.0;;
-33.4323017;-70.5910669;;5.0;
-33.4323006;-70.6025009;;2.0;
-33.4323006;-70.5911026;;1.0;
-33.4323001;-70.6804536;;;1.0
-33.4323001;-70.6135439;;3.0;
-33.43230001514803;-70.60745912779703;;;1.0
-33.432296641961;-70.601763689209;1.0;;1.0
-33.4322965;-70.622397;;1.0;
-33.4322955;-70.6154381;;1.0;
-33.4322929;-70.5911026;;7.0;
-33.4322925;-70.5910991;3.0;12.0;2.0
-33.4322909;-70.6156717;;2.0;
-33.4322737;-70.6042517;;2.0;
-33.4322701;-70.6737366;;1.0;
-33.4322701;-70.6002426;;1.0;
-33.43227;-70.63058;;1.0;
-33.43227;-70.60243;;;1.0
-33.43226732259085;-70.59919792887207;;;1.0
-33.4322673;-70.5991979;;7.0;
-33.4322662;-70.6589661;;5.0;
-33.4322634;-70.599778;;2.0;
-33.4322596;-70.5966323;;1.0;
-33.4322595;-70.6010661;1.0;8.0;
-33.432259;-70.597;1.0;;
-33.4322586;-70.6010666;;21.0;
-33.4322582;-70.6013613;;1.0;
-33.4322548;-70.6000977;;1.0;
-33.4322535;-70.5912908;;4.0;
-33.4322476;-70.6319136;;1.0;
-33.4322472;-70.5969318;;1.0;
-33.4322453;-70.5954445;;2.0;
-33.4322436;-70.6047902;1.0;;
-33.43224;-70.67747;;;2.0
-33.432238;-70.596973;1.0;1.0;
-33.4322357;-70.613884;;1.0;
-33.432233;-70.601522;2.0;6.0;1.0
-33.4322319;-70.6015244;;14.0;
-33.43222925791155;-70.62288522720335;;;1.0
-33.4322281;-70.6588508;;2.0;
-33.4322243;-70.5981216;;1.0;
-33.432224;-70.600891;1.0;;
-33.432222;-70.659139;1.0;1.0;2.0
-33.4322205;-70.6056519;;5.0;
-33.43222;-70.59979;;1.0;
-33.4322192;-70.61361399999998;1.0;;
-33.4322188;-70.6232478;;1.0;1.0
-33.4322186;-70.6213393;;1.0;
-33.4322172;-70.6680292;;1.0;
-33.4322128;-70.6593475;;1.0;
-33.4322117;-70.6775275;2.0;9.0;2.0
-33.4322115;-70.6597003;;3.0;1.0
-33.432209;-70.5982971;;1.0;
-33.4322055;-70.5968388;;1.0;
-33.432202397040584;-70.59525847434998;;;1.0
-33.4322014;-70.6591034;;1.0;
-33.4322014;-70.6154022;;1.0;
-33.4322014;-70.599884;;5.0;
-33.4322014;-70.589798;;1.0;
-33.4322007;-70.5998853;3.0;12.0;
-33.4321983;-70.5937142;4.0;9.0;3.0
-33.4321976;-70.5937119;;2.0;
-33.4321966;-70.6700329;;1.0;
-33.432196551487;-70.670032893072;1.0;;
-33.432196551486655;-70.67003289307159;;;1.0
-33.4321963;-70.6770469;;1.0;
-33.4321949;-70.6644196;;;2.0
-33.4321949;-70.6643227;;;2.0
-33.4321948;-70.620553;4.0;4.0;3.0
-33.4321938;-70.6205521;;1.0;
-33.43219344341509;-70.6594705581665;;;1.0
-33.432193;-70.58527;1.0;1.0;
-33.4321923;-70.5968188;;1.0;
-33.4321903;-70.6133162;;1.0;
-33.43219;-70.66436;2.0;;
-33.43219;-70.59672;;;1.0
-33.4321899;-70.5965424;;5.0;
-33.4321881;-70.6153952;2.0;2.0;
-33.432184;-70.609528;1.0;1.0;
-33.4321835;-70.6584382;5.0;7.0;2.0
-33.4321835;-70.65843819999999;1.0;;2.0
-33.4321823;-70.6584396;;35.0;
-33.4321823;-70.5965424;;1.0;
-33.43218031026352;-70.59283939946909;;;1.0
-33.4321803;-70.5928394;;2.0;
-33.43218;-70.67025;1.0;;
-33.43218;-70.58526;;;1.0
-33.4321786;-70.5911201;;2.0;
-33.4321711;-70.5970082;;1.0;
-33.432171;-70.593903;1.0;;
-33.432168;-70.601916;1.0;1.0;
-33.4321556;-70.6592712;;3.0;
-33.4321551;-70.5897833;1.0;;
-33.4321548;-70.6592734;;2.0;1.0
-33.432154;-70.632084;1.0;3.0;
-33.4321518;-70.5926743;;1.0;
-33.4321484;-70.6712811;;4.0;
-33.43214839076142;-70.67128107874868;;;2.0
-33.4321442;-70.6652832;;3.0;
-33.432137;-70.6702427;;1.0;
-33.432136;-70.601602;1.0;1.0;
-33.4321319;-70.6585383;;4.0;
-33.4321308;-70.5930846;1.0;1.0;
-33.4321289;-70.6300964;;1.0;
-33.4321286;-70.6300932;;1.0;
-33.4321251;-70.624054;;1.0;
-33.432122;-70.635534;1.0;;
-33.43212181437782;-70.60116235166788;;;1.0
-33.43212181437782;-70.60003280639648;1.0;;
-33.4321218;-70.6011624;;4.0;
-33.432121;-70.598834;2.0;;
-33.432119;-70.5974205;;1.0;
-33.4321183;-70.6311369;;1.0;
-33.4321176;-70.6591836;3.0;3.0;
-33.4321176;-70.65918359999999;1.0;;
-33.4321175;-70.6591873;;1.0;
-33.4321175;-70.6317825;;1.0;
-33.432116;-70.6317839;;2.0;
-33.4321124;-70.62037289999999;4.0;;
-33.4321111;-70.6348289;;3.0;
-33.4321041;-70.6584179;;3.0;
-33.432104066314;-70.658417949989;1.0;;
-33.4320984;-70.6575012;;1.0;
-33.4320984;-70.6056976;;1.0;
-33.4320984;-70.5973969;;1.0;
-33.432098;-70.5851713;;2.0;
-33.43209799475;-70.58517129166;1.0;;
-33.432091;-70.6117596;1.0;2.0;1.0
-33.4320895;-70.5937938;;3.0;
-33.432086;-70.6061482;;1.0;
-33.432079950462224;-70.58506558541413;;;1.0
-33.4320797;-70.5892863;;1.0;
-33.4320793;-70.5860214;;4.0;
-33.4320775;-70.6204339;1.0;1.0;1.0
-33.432075643724;-70.603998457961;1.0;;
-33.4320756;-70.6039985;;1.0;
-33.4320731;-70.6574819;1.0;2.0;2.0
-33.4320717;-70.6574783;;1.0;
-33.4320707;-70.6038072;1.0;1.0;
-33.4320705;-70.6056603;2.0;4.0;
-33.4320679;-70.6212921;;1.0;
-33.4320641;-70.6040115;;1.0;
-33.43206063829231;-70.59142156131013;;;1.0
-33.432060638292;-70.59142156131;1.0;;
-33.4320606;-70.5914216;;1.0;
-33.4320602;-70.6056442;;2.0;
-33.432059;-70.677063;1.0;;
-33.4320575;-70.6592838;2.0;2.0;1.0
-33.4320564;-70.6592865;;23.0;
-33.4320564;-70.6592712;;41.0;
-33.4320564;-70.657402;;2.0;
-33.4320556;-70.6797515;;1.0;
-33.4320549;-70.6592734;13.0;30.0;19.0
-33.432054;-70.6127217;;2.0;1.0
-33.4320526;-70.6331177;;2.0;
-33.4320512;-70.633119;4.0;3.0;
-33.43205;-70.67499;;;1.0
-33.432049;-70.66501;;1.0;
-33.4320488;-70.6307449;;1.0;
-33.4320488;-70.5976486;;2.0;
-33.432048124502;-70.585363553686;1.0;;1.0
-33.4320481;-70.5853636;;1.0;
-33.4320478;-70.5976522;;3.0;
-33.4320474;-70.6594796;;2.0;
-33.43204570846095;-70.65823674201965;;;1.0
-33.4320425;-70.6330879;1.0;1.0;
-33.4320412;-70.6599503;;1.0;
-33.4320405;-70.615481;;1.0;
-33.4320374;-70.598053;;1.0;
-33.4320362;-70.5930279;;1.0;
-33.4320335;-70.5939178;;1.0;
-33.432031;-70.657648;3.0;;
-33.4320297;-70.6130219;;1.0;
-33.4320294;-70.6096203;;1.0;
-33.4320265;-70.6126006;3.0;7.0;3.0
-33.4320259;-70.6126022;;8.0;
-33.432025122162;-70.596627921908;1.0;;
-33.4320251;-70.5966279;;2.0;
-33.432015;-70.6738507;;2.0;
-33.4320145;-70.673851;;3.0;
-33.4320145;-70.60963;;2.0;
-33.432014465332;-70.60962677002;1.0;;
-33.43201437;-70.59960365;1.0;;1.0
-33.432014;-70.60963;;1.0;
-33.4320136;-70.6693138;;1.0;
-33.4320123;-70.6173841;2.0;4.0;3.0
-33.4320107;-70.6173859;;1.0;
-33.4320104;-70.6217782;;1.0;
-33.4320091;-70.6592903;;5.0;
-33.4320072;-70.6241657;;1.0;
-33.432;-70.59295;;;1.0
-33.432;-70.5902;;1.0;
-33.4319992;-70.6355057;;3.0;
-33.4319992;-70.6218185;;4.0;
-33.4319986;-70.6175316;;1.0;
-33.4319917;-70.5913212;;2.0;
-33.4319916;-70.5904236;;2.0;
-33.4319878;-70.6000748;;5.0;
-33.431984;-70.6792794;;1.0;1.0
-33.4319839;-70.6792831;;1.0;
-33.4319819;-70.6594621;;1.0;
-33.431981;-70.6611522;;;1.0
-33.4319786;-70.6095171;;1.0;
-33.431978556126;-70.609517097473;1.0;;
-33.43197855612595;-70.60951709747314;;;1.0
-33.43197855612594;-70.65929889678955;;;1.0
-33.4319682;-70.604092;;1.0;
-33.4319649;-70.6302872;;1.0;
-33.4319606;-70.5963568;;1.0;
-33.4319601;-70.6590916;1.0;;1.0
-33.431956;-70.6368061;;;1.0
-33.4319551;-70.6589982;;1.0;
-33.4319543;-70.6126218;;5.0;
-33.431954;-70.658012;;3.0;
-33.431952;-70.598425;;1.0;
-33.4319496;-70.6221542;;3.0;
-33.4319421;-70.5988546;;1.0;1.0
-33.431942;-70.5988541;;7.0;
-33.4319396;-70.6590467;;1.0;
-33.4319356;-70.6307233;1.0;7.0;
-33.4319353;-70.6241657;2.0;6.0;3.0
-33.4319353;-70.62416569999999;;;3.0
-33.4319344;-70.6241684;;7.0;
-33.4319314;-70.6241886;;5.0;
-33.43193094016;-70.602528515344;1.0;;2.0
-33.4319309;-70.6025285;;1.0;
-33.4319305;-70.6241913;;3.0;
-33.4319305;-70.5969162;;2.0;
-33.4319296;-70.5969196;;3.0;
-33.4319274;-70.6241904;;1.0;
-33.4319221;-70.6004575;;1.0;
-33.43192;-70.58926;;1.0;
-33.4319175;-70.6213905;;2.0;
-33.4319155;-70.5983958;9.0;16.0;2.0
-33.4319153;-70.6148911;;3.0;
-33.4319153;-70.5983963;;9.0;
-33.4319153;-70.5965424;;3.0;
-33.4319144;-70.5958937;;1.0;
-33.431914241642;-70.659039048427;1.0;;
-33.4319142;-70.659039;;1.0;
-33.4319115;-70.5916138;;2.0;
-33.431911;-70.659342;1.0;1.0;
-33.431911;-70.59668;1.0;;
-33.4319095;-70.6004407;1.0;4.0;1.0
-33.4319077;-70.6208191;;2.0;
-33.4319077;-70.600441;;14.0;
-33.4319038;-70.5968475;;1.0;
-33.4319038;-70.5965271;;1.0;
-33.4319;-70.5983963;;1.0;
-33.4319;-70.5964966;;6.0;
-33.4318992;-70.5964991;2.0;6.0;2.0
-33.431889;-70.593681;1.0;1.0;
-33.431888;-70.617434;1.0;2.0;
-33.4318815;-70.6024552;;3.0;
-33.431881;-70.5976639;;4.0;
-33.4318771;-70.6143951;;1.0;
-33.43187111228184;-70.61367988586426;;;1.0
-33.4318695;-70.6154785;;1.0;
-33.43186131339398;-70.61743970043078;;;2.0
-33.4318613;-70.6174397;;2.0;
-33.4318604;-70.5938554;;1.0;
-33.4318594;-70.5998421;1.0;;1.0
-33.4318578;-70.6316925;1.0;;
-33.4318577;-70.6173519;;;1.0
-33.4318547;-70.6241335;;1.0;
-33.4318514;-70.6154983;;1.0;
-33.4318488;-70.5970364;;1.0;
-33.4318473;-70.6155037;;1.0;
-33.4318466;-70.6043167;;9.0;
-33.4318466;-70.6043147;1.0;6.0;3.0
-33.4318462;-70.6088991;;2.0;
-33.43184457;-70.6146657;1.0;;1.0
-33.4318428;-70.6274796;;1.0;
-33.4318428;-70.5964508;;1.0;
-33.431839;-70.6205826;;1.0;
-33.431835297637576;-70.62930107116699;1.0;;
-33.4318256;-70.6150747;6.0;16.0;6.0
-33.4318237;-70.6150742;;25.0;
-33.4318237;-70.6014633;;1.0;
-33.431814;-70.601165;2.0;2.0;
-33.4318123;-70.6009674;;2.0;
-33.431811;-70.5984386;;3.0;
-33.43181096669;-70.598438565607;1.0;;
-33.43181;-70.60429;;;1.0
-33.431808;-70.598946;1.0;;
-33.4318053;-70.6034527;1.0;1.0;1.0
-33.4318047;-70.6059875;;1.0;
-33.4318047;-70.5968933;;1.0;
-33.431804339585;-70.59247636054;1.0;;
-33.4318043;-70.5924764;;1.0;
-33.4318042;-70.6049952;3.0;10.0;1.0
-33.4318042;-70.60499519999999;;;1.0
-33.4317995;-70.6301165;;1.0;
-33.4317989;-70.5873541;1.0;2.0;
-33.431797;-70.5873566;;1.0;
-33.431797;-70.5868835;;1.0;
-33.4317916;-70.5966542;;5.0;
-33.43179;-70.6094;;;1.0
-33.43179;-70.60939;1.0;;
-33.4317873;-70.6010221;;;2.0
-33.4317856;-70.6010208;;1.0;
-33.4317839;-70.6185621;;1.0;
-33.4317733;-70.59851;;1.0;
-33.431773285336;-70.598509989208;1.0;;
-33.43177;-70.59392;;;1.0
-33.4317589;-70.5947418;;2.0;
-33.4317513;-70.5964813;;2.0;
-33.431751;-70.599307;;3.0;
-33.431747217751;-70.589658086458;1.0;;
-33.4317472;-70.5896581;;2.0;
-33.431743246314;-70.596579917969;;;1.0
-33.43174;-70.60625;;1.0;
-33.4317378;-70.6923917;1.0;;
-33.4317376;-70.5988457;;1.0;
-33.431736;-70.6675873;;1.0;
-33.431736;-70.6217651;;5.0;
-33.431735;-70.593068;1.0;1.0;
-33.4317302;-70.6153251;;1.0;
-33.43173;-70.60625;;1.0;
-33.431728;-70.670843;;2.0;
-33.4317201;-70.6224117;;2.0;
-33.43172005864973;-70.62241169762268;;;1.0
-33.4317185;-70.6138522;;1.0;
-33.4317076;-70.5981779;;1.0;
-33.4317055;-70.6589737;;1.0;
-33.4317055;-70.5971451;;7.0;
-33.4317055;-70.5971447;4.0;14.0;4.0
-33.4317017;-70.5970993;;1.0;
-33.431699;-70.5953761;;13.0;14.0
-33.4316978;-70.5953751;;1.0;
-33.431695;-70.615078;;1.0;1.0
-33.4316897;-70.5976307;;5.0;
-33.431689653621;-70.597630742328;1.0;;
-33.4316887;-70.6100155;;1.0;
-33.4316864;-70.5994415;;2.0;
-33.431686;-70.589851;;1.0;
-33.4316845;-70.5994415;;1.0;1.0
-33.431684;-70.6152227;;2.0;
-33.4316826;-70.6152267;;1.0;
-33.4316826;-70.6152191;;13.0;
-33.43168;-70.61116;;;1.0
-33.4316788;-70.6041794;;1.0;
-33.4316765;-70.677969;;1.0;
-33.431675;-70.6656189;;5.0;
-33.4316597;-70.6056671;;3.0;
-33.4316584;-70.596598;;1.0;
-33.43165622419459;-70.61638355255127;1.0;;
-33.4316559;-70.6689224;;1.0;
-33.4316559;-70.6156082;;4.0;
-33.4316445;-70.6750317;;4.0;
-33.4316444;-70.6750336;;4.0;
-33.4316444;-70.6219254;;3.0;
-33.4316444;-70.6218796;;10.0;
-33.4316432;-70.6219244;;2.0;
-33.4316432;-70.6218811;;1.0;
-33.4316406;-70.6783218;;1.0;
-33.4316406;-70.5994034;;1.0;
-33.4316383;-70.6148062;;;1.0
-33.4316368;-70.6128006;;1.0;
-33.4316353;-70.6128029;;1.0;
-33.4316292;-70.6120834;;4.0;
-33.4316254;-70.5981445;;1.0;
-33.4316222;-70.594105;1.0;;
-33.4316216;-70.5941086;;8.0;
-33.4316216;-70.5928802;;4.0;
-33.43162;-70.5928808;3.0;4.0;2.0
-33.431619;-70.615058;2.0;;
-33.431618;-70.596657;1.0;;
-33.4316177;-70.6111298;;2.0;
-33.4316174;-70.6111299;1.0;2.0;
-33.4316074;-70.6218991;;2.0;
-33.431607385261685;-70.62189908665243;;;1.0
-33.4316067;-70.6317751;;1.0;
-33.4316063;-70.6317749;;4.0;
-33.4316036;-70.6694804;;1.0;
-33.43160358897326;-70.66948043397552;;;1.0
-33.431603588973;-70.669480433976;1.0;;
-33.4316;-70.62194;;;1.0
-33.4315987;-70.6307678;;3.0;
-33.4315987;-70.5908661;;1.0;
-33.4315987;-70.5851974;;2.0;
-33.4315981;-70.5972081;;1.0;
-33.4315974;-70.5943047;;1.0;
-33.431595;-70.5951383;1.0;1.0;
-33.4315875;-70.6005337;;5.0;1.0
-33.4315777;-70.597537;;1.0;
-33.4315774;-70.6234668;1.0;1.0;
-33.4315751;-70.6728632;1.0;2.0;
-33.4315744;-70.62891;;1.0;
-33.4315738;-70.6704222;1.0;2.0;
-33.431572;-70.5908127;;3.0;
-33.4315684;-70.5945616;;2.0;
-33.4315677;-70.5851669;;6.0;
-33.4315646;-70.6048876;;3.0;
-33.4315605;-70.6302032;;1.0;
-33.4315598;-70.6287989;;1.0;
-33.4315574;-70.67284360000002;;;1.0
-33.4315574;-70.6728436;;2.0;
-33.4315567;-70.6319351;;1.0;
-33.4315567;-70.5981979;;3.0;
-33.4315559;-70.5908625;;1.0;
-33.4315549;-70.6319316;1.0;1.0;
-33.4315542;-70.6310407;;1.0;
-33.431554;-70.6128506;;1.0;
-33.4315529;-70.6310425;;2.0;
-33.43155;-70.61626;;;1.0
-33.4315491;-70.6061707;;2.0;
-33.4315483;-70.6086203;;1.0;1.0
-33.4315477;-70.5997328;;1.0;
-33.4315412;-70.6748487;;4.0;1.0
-33.4315277;-70.6328443;;1.0;
-33.43152341706998;-70.60217250962204;;;1.0
-33.4315234;-70.6021725;;2.0;
-33.4315186;-70.6327057;;3.0;
-33.4315173;-70.5885093;;2.0;1.0
-33.431513;-70.599647;1.0;1.0;
-33.43151296517417;-70.67032814025879;;;1.0
-33.4315109;-70.6329727;;1.0;
-33.43151;-70.61755;;4.0;
-33.4315071;-70.5946884;;2.0;
-33.4314995;-70.6235886;;2.0;
-33.4314991;-70.5942755;;1.0;
-33.4314983;-70.6235891;2.0;1.0;
-33.4314955;-70.5968944;;3.0;
-33.4314922;-70.615232;1.0;1.0;
-33.431488388355255;-70.596923554163;;;1.0
-33.4314875;-70.6026483;2.0;10.0;2.0
-33.4314804;-70.6233673;;2.0;
-33.4314762;-70.6045305;;1.0;
-33.4314738;-70.6003947;;1.0;
-33.4314738;-70.60039469999998;;;1.0
-33.431469;-70.5997925;;7.0;
-33.4314671;-70.5997901;;2.0;
-33.4314651;-70.5991898;;1.0;
-33.4314623035;-70.599126328353;1.0;;
-33.4314623;-70.5991263;;1.0;
-33.4314613;-70.6012497;;1.0;
-33.4314613;-70.5882645;;3.0;
-33.4314546;-70.601068;3.0;2.0;1.0
-33.431451;-70.6138232;;1.0;
-33.43145;-70.594719;1.0;;
-33.4314474;-70.6093325;13.0;38.0;7.0
-33.4314461;-70.6093292;;7.0;
-33.431442000268;-70.663499777565;1.0;;
-33.43144200026777;-70.6634997775651;;;1.0
-33.431442;-70.6634998;;1.0;
-33.4314407;-70.6036045;;2.0;
-33.431440661188;-70.603604532433;1.0;;
-33.4314352;-70.6094422;2.0;;
-33.4314338;-70.594913;1.0;1.0;
-33.4314308;-70.6305389;;2.0;
-33.4314293;-70.6025517;;1.0;
-33.431427;-70.597443;1.0;;
-33.4314254;-70.6793516;;2.0;
-33.4314215;-70.6012901;;3.0;
-33.4314201;-70.6127759;;1.0;
-33.43142007793039;-70.61277591783954;;;1.0
-33.43142007793;-70.61277591784;1.0;;
-33.431411205361016;-70.59980691865982;;;1.0
-33.4314112;-70.5998069;;1.0;
-33.431409;-70.6072923;;1.0;
-33.4314079;-70.6171036;;13.0;
-33.4314058;-70.5939623;;3.0;
-33.4314003;-70.6688461;;1.0;
-33.4314003;-70.6013031;;1.0;
-33.4313989;-70.6236976;;1.0;
-33.4313965;-70.6205215;;2.0;
-33.4313937;-70.6129064;;4.0;
-33.4313927;-70.6129074;;2.0;
-33.4313866;-70.6069704;;1.0;
-33.431385;-70.6121674;;10.0;
-33.431385;-70.6069717;;3.0;
-33.431385;-70.5984268;;5.0;
-33.431384;-70.596619;;1.0;
-33.4313834;-70.6121687;1.0;3.0;
-33.4313834;-70.61216869999998;;;1.0
-33.431366;-70.5966187;;3.0;
-33.4313608;-70.6176496;;1.0;
-33.43136;-70.612138;;1.0;
-33.431359;-70.599907;1.0;1.0;
-33.4313507;-70.6689301;;1.0;
-33.4313507;-70.588295;;2.0;
-33.4313497;-70.598024;;5.0;1.0
-33.431348839482;-70.596740853967;1.0;;
-33.4313488;-70.5967409;;2.0;
-33.4313412;-70.59646;;1.0;
-33.4313402;-70.5889253;;1.0;
-33.431334;-70.601542;;1.0;1.0
-33.43133389106611;-70.61634063720703;1.0;;
-33.43133389106611;-70.58496952056885;;;2.0
-33.4313305;-70.5990476;;3.0;
-33.43132423576626;-70.59523553627362;;;1.0
-33.4313242;-70.5952355;;1.0;
-33.431324;-70.6208267;;1.0;
-33.4313195;-70.6034931;;1.0;
-33.4313164;-70.5999374;;1.0;
-33.431316237211;-70.613469781464;1.0;;
-33.43131623721081;-70.61346978146386;;;1.0
-33.4313162;-70.6134698;;1.0;
-33.4313126;-70.6163101;;1.0;
-33.4313008;-70.6012876;;1.0;
-33.4312981;-70.5990028;;1.0;
-33.4312927;-70.5977471;;2.0;
-33.4312859;-70.6125094;;2.0;
-33.4312782;-70.6288605;;1.0;
-33.4312715;-70.6011185;;1.0;
-33.4312706;-70.5975571;;4.0;
-33.4312706;-70.5969162;;1.0;
-33.43127;-70.60643;1.0;;
-33.4312694;-70.5969176;1.0;;
-33.431263;-70.6222;;1.0;
-33.4312521;-70.6203317;;2.0;1.0
-33.4312515;-70.6316833;;2.0;
-33.4312515;-70.6203308;;6.0;
-33.4312461;-70.5968043;;3.0;
-33.4312439;-70.5961304;;1.0;
-33.4312437;-70.6119538;;1.0;
-33.43124369934357;-70.61195381183033;;;1.0
-33.4312429;-70.596134;;2.0;
-33.4312366;-70.6646987;;1.0;
-33.4312363;-70.6056442;;5.0;
-33.4312354;-70.6056459;3.0;2.0;3.0
-33.4312332;-70.61168;;1.0;
-33.4312319;-70.6319537;;1.0;
-33.431231858906;-70.631953737347;1.0;;
-33.4312267;-70.615262;;1.0;1.0
-33.4312248;-70.6152649;;11.0;
-33.431224;-70.5904004;;2.0;
-33.4312227;-70.6149407;1.0;1.0;
-33.431221;-70.6189575;;3.0;
-33.431221;-70.61494450000001;;1.0;
-33.43122;-70.62079;;;1.0
-33.4312194;-70.5890179;;1.0;
-33.4312145;-70.5932175;1.0;6.0;
-33.4312057;-70.5931854;;1.0;
-33.4311947;-70.5951584;;3.0;
-33.4311943;-70.6118698;;3.0;
-33.4311943;-70.6028976;;3.0;
-33.431193;-70.6804796;;;4.0
-33.4311919;-70.6122198;3.0;4.0;
-33.4311885212932;-70.60134283774492;;;1.0
-33.4311885;-70.6013428;;1.0;
-33.4311848;-70.6118031;;2.0;
-33.431184762912174;-70.61180306726239;;;2.0
-33.4311829;-70.6732635;;3.0;
